#1.2
56238	53
Name	Description	Adipose - Subcutaneous	Adipose - Visceral (Omentum)	Adrenal Gland	Artery - Aorta	Artery - Coronary	Artery - Tibial	Bladder	Brain - Amygdala	Brain - Anterior cingulate cortex (BA24)	Brain - Caudate (basal ganglia)	Brain - Cerebellar Hemisphere	Brain - Cerebellum	Brain - Cortex	Brain - Frontal Cortex (BA9)	Brain - Hippocampus	Brain - Hypothalamus	Brain - Nucleus accumbens (basal ganglia)	Brain - Putamen (basal ganglia)	Brain - Spinal cord (cervical c-1)	Brain - Substantia nigra	Breast - Mammary Tissue	Cells - EBV-transformed lymphocytes	Cells - Transformed fibroblasts	Cervix - Ectocervix	Cervix - Endocervix	Colon - Sigmoid	Colon - Transverse	Esophagus - Gastroesophageal Junction	Esophagus - Mucosa	Esophagus - Muscularis	Fallopian Tube	Heart - Atrial Appendage	Heart - Left Ventricle	Kidney - Cortex	Liver	Lung	Minor Salivary Gland	Muscle - Skeletal	Nerve - Tibial	Ovary	Pancreas	Pituitary	Prostate	Skin - Not Sun Exposed (Suprapubic)	Skin - Sun Exposed (Lower leg)	Small Intestine - Terminal Ileum	Spleen	Stomach	Testis	Thyroid	Uterus	Vagina	Whole Blood
ENSG00000187583.6	PLEKHN1	0.1826	0.2144	0.8942	0.2333	0.2765	0.1872	8.039	0.009625	0.0189	0.03413	0.03716	0.04166	0.04158	0.02043	0.01453	0.02032	0.02589	0.03117	0.02191	0.01417	1.188	0.7502	0.3716	0.3962	0.351	0.07359	0.3012	0.1523	30.62	0.1625	0.9371	0.09438	0.05049	1.066	0.1609	0.7992	3.751	0.1526	0.1381	0.04787	0.3562	0.2429	2.471	26.86	25.5	0.5752	0.946	0.5441	0.5232	0.4111	0.2247	17.06	0.2266
ENSG00000187642.5	C1orf170	0.1241	0.1352	0.1764	0.1235	0.2035	0.3215	2.174	0.03116	0.08961	0.04903	0.0261	0.04194	0.08439	0.0715	0.04635	0.03415	0.03987	0.04359	0.02835	0.02957	0.5034	0.1961	0.1026	0.8516	0.2831	0.1071	0.156	0.1615	8.546	0.1583	0.7394	14.56	35	0.4951	0.1033	0.2634	1.492	53.68	0.1165	0.0558	0.1049	0.09946	1.077	7.453	7.313	0.2172	0.3346	0.2404	1.237	0.1523	0.274	4.825	0.08506
ENSG00000272512.1	RP11-54O7.17	2.424	1.919	0.2073	3.428	4.36	7.77	5.076	1.508	1.837	2.772	0.5675	0.9494	2.108	1.539	1.372	1.896	2.416	2.721	0.8538	1.633	2.359	0.1601	0.02413	2.883	3.868	1.316	1.219	0.931	1.228	0.6894	3.176	2.405	2.703	0.8108	0.3963	1.67	1.371	0.7191	2.424	0.6787	2.024	3.339	3.458	2.396	2.302	0.6892	1.059	0.7166	0.6369	1.436	2.201	2.425	0.04629
ENSG00000188290.6	HES4	5.9	7.529	0.9555	11.86	17.28	24.44	9.733	5.583	7.107	11.84	1.539	2.358	7.66	6.378	3.99	8.574	10.89	11.52	2.519	5.638	9.025	2.551	0.4797	9.327	11.85	9.269	5.517	10.25	5.265	10.05	10.82	11.48	6.655	5.51	1.249	7.752	8.646	1.572	9.574	2.574	4.045	10.42	14.86	6.605	5.264	2.879	6.066	3.628	3.39	5.679	10	9.053	0.4786
ENSG00000231702.2	RP11-54O7.10	0	0	0	0.1085	0.1045	0.1335	0.1168	0.03461	0.08741	0.1025	0	0	0.1162	0.0157	0	0.1378	0.1401	0.09256	0	0	0.1036	0.08198	0	0.1273	0	0	0	0	0	0	0.2802	0.08681	0.1057	0.04408	0	0	0	0	0	0	0	0.1415	0.1288	0	0.08475	0	0	0	0.09955	0	0.1356	0.146	0
ENSG00000224969.1	RP11-54O7.11	0.04413	0.04437	0	0.07661	0.07509	0.08412	0.04729	0.0895	0.1132	0.1144	0	0	0.1219	0.1214	0.06539	0.1206	0.1848	0.08714	0	0.04829	0.1085	0.1037	0	0.1575	0.1555	0.05016	0.03623	0.04878	0.03494	0.03891	0.2671	0.04668	0.05813	0.04557	0.02907	0.07193	0.0426	0	0.08054	0.02336	0	0.1101	0.1781	0.1036	0.122	0.04043	0.04744	0	0.1337	0.06531	0.1396	0.1039	0
ENSG00000187608.5	ISG15	14.57	16.71	7.353	19.31	18.03	18.98	11.99	25.36	14.73	15.96	3.189	3.555	15.48	16.25	17.04	23.5	13.83	19.55	14.53	17.12	13.34	301.3	17.42	14.9	11.48	21.02	14.12	15.84	5.432	14.97	9.474	11.22	8.377	14.78	16.7	25.84	6.11	3.079	16.01	6.121	3.829	13.94	14.36	5.397	5.589	15.98	31.13	9.636	5.673	13.84	13.05	11.89	16
ENSG00000188157.9	AGRN	6.683	8.543	2.203	8.385	9.128	7.131	15.72	10.5	12.27	10.35	1.711	3.009	21.44	14.75	8.604	7.394	7.698	10.49	6.933	7.785	12.29	24.86	10.89	8.694	19.9	7.612	8.872	8.246	12.2	7.274	10.83	4.578	3.575	42.29	6.86	18.78	19.55	0.9709	7.757	4.464	14.45	7.029	15.07	13.51	12.04	8.295	5.698	10.08	12.82	34.46	8.568	10.44	0.2683
ENSG00000217801.5	RP11-465B22.3	0.06152	0.1333	0.06708	0.04728	0.07023	0.02431	1.044	0.7873	1.793	1.024	0.09797	0.1053	1.886	1.677	0.3998	0.7517	0.7925	0.8597	0.1222	0.1575	0.5678	5.679	0.05433	0.3435	0.6781	0.09085	0.7195	0.06647	4.305	0.06243	0.3038	0.08157	0.02917	1.48	0.236	0.6012	1.52	0.005401	0.2006	0.05503	0.8038	1.739	0.6511	1.007	1.057	0.6824	0.958	0.901	1.332	0.8682	0.09886	1.559	0.1389
ENSG00000273443.1	RP11-54O7.18	0	0	0	0	0	0	0.06065	0.03551	0.1545	0.1067	0	0	0.3246	0.1934	0.01935	0.05382	0.1023	0.08446	0	0	0.06166	1.931	0	0.09785	0.05185	0	0	0	0.1036	0	0.03089	0	0	0.121	0.06519	0.08918	0.1348	0	0.0506	0	0.1079	0.3027	0	0.06135	0.0397	0	0	0	0.2558	0.04141	0	0.05764	0
ENSG00000237330.2	RNF223	0	0	0	0	0	0	4.871	0	0.01292	0	0	0	0.007643	0.01138	0	0	0	0	0	0	0.1783	0.05126	0	0	0.1054	0	0.9133	0	14.58	0	0.02269	0	0	0.2165	0	0.2697	0.9448	0	0	0	0.03667	0.03916	0.2197	1.579	2.044	0.05881	0	1.534	0.09694	0	0	4.877	0
ENSG00000131591.13	C1orf159	3.42	2.461	2.14	2.408	2.826	2.317	4.149	2.697	3.236	3.235	4.292	4.601	4.508	3.371	3.111	2.45	3.417	3.111	2.26	2.032	4.361	3.045	1.911	4.204	4.409	2.951	4.676	3.05	4.259	2.734	4.018	1.472	0.9592	3.78	1.944	3.635	3.978	0.5483	4.736	3.269	1.628	3.574	5.974	5.444	4.965	3.548	5.058	3.623	17.81	4.758	3.978	4.367	1.281
ENSG00000223823.1	RP11-465B22.5	0	0	0	0	0	0	0.1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06464	0	0	0	0	0	0.5063	0	0.02041	0	0.05098	0	0	0.3631	0.01446	0.03205	0.2836	0	0	0	0.1742	0.09492	0.1015	0	0	0.4282	0.2556	0.5114	0.05036	0	0	0	0.04134
ENSG00000207730.1	MIR200B	0	0	0	0	0	0	0.2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2015	0	0.2202	0	0	0	0	0.1696	0	0	0	0	0	0	0.2208	0.6547	0.2407	0.2443	0.1475	0.2187	0	0.3211	0	0	0	0	0
ENSG00000207607.1	MIR200A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1733	0	0.2039	0	0	0	0	0.149	0	0	0	0	0	0	0.1926	0.5034	0.2046	0.1808	0	0.2059	0	0.2683	0	0	0	0	0
ENSG00000198976.1	MIR429	0	0	0	0	0	0	0.2167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.024	0	0.5303	0	0	0	0	0.408	0	0	0.407	0	0	0	0.5476	1.346	0.5636	0.2691	0.2176	0.9223	0	1.028	0	0.2648	0	0	0
ENSG00000272141.1	RP11-465B22.8	0.01646	0.09717	0	0	0	0	6.115	0	0	0	0	0	0	0	0	0	0	0	0.0122	0.02546	0.8774	0.1078	0	0.1574	0.3338	0.08735	33.73	0	13.13	0	2.167	0	0	13.21	0.3327	1.826	16.26	0	0	0	10.76	24.81	15.65	4.347	3.686	22.74	0.06538	25.69	0.6835	6.17	0.03807	3.059	0
ENSG00000205231.1	TTLL10-AS1	0.1866	0.4649	0	0	0.01436	0	0.0197	0.002538	0	0.02863	0	0	0	0	0.01808	0.03719	0	0	0.008727	0	0.2963	0	0	0.02349	0.03122	0.01134	0.04098	0	0.04267	0	0.3465	0	0.007183	0.03949	0	0.1705	0.03868	0.01467	0.03083	0	0.05344	0.3807	0.0577	0.03881	0.0295	0.05964	0.01908	0.04381	3.975	0.0353	0.01144	0.02979	0
ENSG00000162571.9	TTLL10	0.4792	0.6455	0.006778	0.01111	0.02901	0.01565	0.2148	0.0232	0.008124	0.05976	0.01362	0.01938	0.009007	0.006658	0.04721	0.09695	0.01114	0.01445	0.01927	0.01972	0.5845	0.004255	0	0.03786	0.1412	0.03144	0.1375	0.02785	0.1566	0.03214	1.369	0.01295	0.04256	0.1644	0.004401	0.5174	0.1585	0.05284	0.07965	0.01023	0.1021	1.67	0.2572	0.1398	0.1227	0.1379	0.0382	0.1478	35.26	0.152	0.04716	0.09077	0.003673
ENSG00000186891.9	TNFRSF18	0.7057	0.8817	0.09869	0.2581	0.3553	0.07143	0.5852	0.4373	0.9063	0.09897	2.366	1.809	1.222	1.112	0.2121	0.185	0.07854	0.1302	0.2012	0.1421	1.242	7.129	0.02872	0.5396	1.193	0.1719	2.762	0.1442	2.199	0.1534	0.8056	0.1075	0.04789	0.3324	0.1994	1.912	3.219	0.0683	0.2746	0.1022	0.08876	2.86	1.616	13.86	11.82	3.639	5.263	0.9426	0.8574	0.4004	0.1985	1.532	3.253
ENSG00000186827.6	TNFRSF4	3.301	5.841	0.2757	0.7796	1.007	0.4873	1.079	0.2918	0.3127	0.1892	0.3454	0.4212	0.6675	0.5486	0.4242	0.257	0.1814	0.1832	0.244	0.2323	3.801	4.639	0.02633	0.8864	1.42	0.6968	2.078	0.7027	0.5667	0.6502	1.105	0.9083	1.374	1.046	0.2878	4.231	1.218	0.6169	0.7971	0.651	0.4467	1.442	2.419	0.7259	0.7883	2.9	10.59	1.23	0.3589	3.27	0.9376	0.8367	2.775
ENSG00000078808.12	SDF4	56.16	55.9	59.63	83.7	69.63	57.46	56.69	21.06	24.9	25.32	69.31	79.68	34.09	27.64	22.89	25.93	25.32	23.72	25.55	24.17	58.06	38.74	87.86	60.09	66.49	48.95	65.41	50.4	38.62	49.31	64.68	59.43	36.86	60.31	54.83	60.51	54.59	24.03	53.63	63.48	41.19	65.68	62.8	48.43	49.08	70.12	64.27	56.26	70.72	66.13	58.85	54.05	31.1
ENSG00000176022.3	B3GALT6	5.858	6.118	6.116	5.112	6.327	4.202	5.661	5.583	7.322	5.221	4.771	4.982	7.925	7.643	6.311	7.133	5.602	4.934	4.339	4.157	6.482	4.811	10.79	6.851	7.493	4.835	4.292	4.76	4.652	4.683	8.365	4.04	3.521	6.222	4.781	6.063	4.603	3.004	6.39	5.792	5.252	7.994	7.103	6.291	6.299	4.412	9.16	5.096	5.668	6.74	7.818	5.309	2.165
ENSG00000184163.3	FAM132A	0.6491	1.311	0.2406	0.5413	0.6031	0.5785	0.6673	0.3309	0.4116	0.2126	0.7423	0.8346	0.4661	0.3914	0.2714	0.7395	0.2753	0.2657	0.3816	0.35	1.031	0.7043	0.4749	0.7764	0.66	0.7827	4.463	0.6349	0.9674	0.5708	0.6655	0.2045	0.3309	2.174	0.4968	0.7404	0.3457	0.2259	0.5184	0.5406	0.2367	0.5895	0.7531	3.483	2.561	7.08	0.6273	0.6698	2.954	0.7854	0.6724	0.8177	0.358
ENSG00000260179.1	RP5-902P8.12	0.193	0.1923	0.1073	0.184	0.1678	0.2281	0.3055	0.1399	0.1356	0.1437	0.4214	0.3501	0.153	0.1391	0.1418	0.1228	0.1445	0.1562	0.1842	0.1158	0.2425	0.1885	0.125	0.3166	0.2702	0.2779	0.22	0.2215	0.199	0.235	0.3597	0.06812	0.07332	0.2779	0.1936	0.3121	0.178	0.0999	0.2386	0.3074	0.09743	0.2199	0.2805	0.4637	0.4678	0.3189	0.3444	0.1856	0.3507	0.2768	0.2926	0.2533	0.1484
ENSG00000160087.16	UBE2J2	9.227	9.528	10.2	9.038	9.229	7.836	9.376	6.524	7.49	6.57	12.28	12.69	8.425	7.854	7.005	7.786	6.712	6.135	5.504	6.45	9.92	11.34	10.78	10.5	10.71	10.92	10.78	10.57	11.55	10.54	12.04	6.323	5.353	11.01	7.257	10.22	9.637	6.834	9.375	9.968	7.076	13.5	12.64	11.4	11.56	11.28	15.51	10.53	41.49	11.51	11.55	9.75	7.365
ENSG00000230415.1	RP5-902P8.10	1.002	1.143	2.012	0.9156	1.119	0.6213	1.564	1.517	1.689	1.797	6.641	8.383	3.065	2.105	1.383	1.518	2.16	1.454	1.359	1.228	1.549	0.5952	0.5821	1.23	2.11	2.295	1.02	1.747	0.7186	1.755	3.369	0.7722	0.6669	1.184	1.077	0.9595	1.335	0.3764	2.614	4.23	0.7487	5.584	2.222	0.8871	0.703	1.909	2.076	1.471	9.823	1.976	2.815	1.688	0.2345
ENSG00000162572.15	SCNN1D	2.075	2.461	2.989	1.343	1.804	0.8562	3.091	4.602	5.43	5.337	16.42	18.87	8.603	6.012	4.698	4.79	6.092	4.995	4.49	3.729	3.099	0.8036	0.8013	4.487	5.515	4.28	1.94	2.919	1.584	2.77	6.635	1.573	1.261	2.767	2.84	1.75	2.487	0.694	5.896	7.796	1.373	11.99	4.812	2.129	1.777	3.905	4.132	2.625	24.77	3.344	5.258	3.576	0.6339
ENSG00000131584.14	ACAP3	14.32	16.06	16.86	11.77	14.04	11.75	30.19	34.38	42.83	57.48	198.5	229.7	66.68	46.72	44.25	27.21	55.1	50.72	22.94	19.33	17.01	8.713	7.844	34.06	29.5	30.67	20.38	24.69	29.32	23.77	25.22	15.96	13.07	15.03	10.83	18.77	21.96	8.772	22.2	25.63	9.437	72.63	29.2	49.28	41.87	20.04	23.65	18.45	12.05	19.54	34.65	38.8	8.042
ENSG00000169972.7	PUSL1	5.025	5.425	8.569	4.539	5.16	4.229	8.996	3.958	4.684	3.521	7.523	7.612	5.642	4.838	4.255	3.888	3.524	3.618	3.995	3.601	6.417	7.948	8.613	10.3	9.801	5.608	6.034	6.067	12.59	5.694	8.18	4.397	3.247	5.907	4.517	6.219	9.107	2.407	5.401	6.709	6.072	13.11	9.52	12.2	12.23	6.091	7.971	6.843	10.84	6.192	9.221	9.685	3.792
ENSG00000127054.14	CPSF3L	18.84	18.31	17.69	25.64	23.93	25.73	32.09	11.41	12.75	12.68	48.05	49.71	16.37	13.97	13.36	13.98	13.43	11.65	13.65	12.62	22	19.4	15.28	36.19	36.76	32.79	24.31	30.04	18.52	27.57	33.49	12.52	13.08	18.87	11.26	20.82	20.77	15.97	25.41	39.08	17.11	32.43	35.5	24.49	24.01	24.2	26.64	22.68	44.6	30.22	48.6	30.14	11.17
ENSG00000240731.1	RP5-890O3.9	6.417	5.467	5.694	11.51	9.924	12.16	13.59	3.66	3.636	3.773	20.27	23.98	5.047	3.719	3.905	3.771	3.73	3.111	4.085	3.573	7.929	3.572	3.502	15.06	15.35	11.33	8.287	10.86	6.757	10.16	12.57	3.94	3.636	5.939	2.897	7.148	8.868	4.282	9.572	16.9	6.423	15.67	12.39	9.192	9.082	9.514	8.051	7.26	5.808	12.74	21.59	12.32	1.417
ENSG00000224051.2	GLTPD1	9.677	9.083	10.63	7.765	8.344	6.513	9.234	6.869	9.735	6.761	7.927	9.111	13.09	10.54	8.312	6.333	6.477	6.339	5.747	7.131	10.6	7.172	7.017	10.51	10.48	8.349	17.67	8.558	22.44	8.624	9.251	10.06	27.76	15.82	20.12	8.82	15.8	8.67	8.48	7.438	6.44	5.433	12.75	17.03	18.38	14.62	14.26	16.84	53.48	9.78	10.16	13.96	6.363
ENSG00000169962.4	TAS1R3	0.1684	0.2039	0.2154	0.1462	0.1822	0.09678	0.1626	0.1543	0.1823	0.1807	0.7718	0.8163	0.245	0.2036	0.1671	0.1771	0.2097	0.1693	0.1482	0.1246	0.2761	0.4356	0.06122	0.4254	0.3149	0.183	0.6958	0.1632	0.6858	0.1715	0.4051	0.2797	0.4171	0.2467	0.2724	0.3415	0.9877	0.3455	0.362	0.308	0.1034	1.499	0.2571	0.2365	0.2556	1.391	2.641	0.3107	0.8673	0.4727	0.3062	0.5073	0.4332
ENSG00000107404.13	DVL1	22.24	21.32	27.99	22.84	23.28	22.56	28.78	36.72	43.07	30.29	36.94	40.15	46.87	40.4	34.54	27.98	34.9	28.1	21.83	25.4	25	9.671	18.83	32.72	30.63	32.99	26.51	29.91	36.42	30.22	28	19.53	25.05	21.52	17.98	25.32	28	64.54	43.88	29.84	25.29	37.68	30.98	33.14	33.07	22.43	21.07	31.6	56.93	30.29	31.3	33.04	4.815
ENSG00000162576.12	MXRA8	91.34	49.32	11.76	93.64	73.6	55.12	47.86	6.07	6.903	7.198	3.195	5.367	7.587	5.169	6.112	5.544	6.985	6.808	3.709	5.177	75.5	0.6886	146.8	74.12	115.6	53.33	26.89	33.85	16.06	28.24	55.43	23.5	9.356	20.58	3.727	43.38	29.98	6.345	131.2	79.41	5.37	22.5	43.3	26.46	36.92	21.53	34	16.8	22.77	52.33	93.33	64.68	0.3942
ENSG00000175756.9	AURKAIP1	31.36	34.33	42.06	25.06	29.11	24.35	30.26	33.63	37.1	34.68	29.99	31.4	37.75	39.32	30.12	34.44	36.35	36.23	25.37	34.04	32.42	41.9	33.56	27.2	24.52	36.95	39.33	33.23	35.43	33.68	26.5	42.51	44.32	44.75	38.04	26.78	30.86	44.7	25.5	22.12	25.23	38.7	35.98	31	31.84	32.92	39.25	37.92	158.5	35.07	25.41	27.58	28.37
ENSG00000223663.2	RP5-890O3.3	0	0.04284	0.0525	0	0.04245	0	0.1087	0	0	0.05325	0.2721	0.3399	0.06696	0.03414	0	0.04208	0.05428	0.07007	0	0	0.04678	0.1486	0.04052	0.02796	0	0.08507	0.1059	0.1116	0.05317	0.09627	0.1901	0	0	0.01789	0.08419	0.05521	0.04213	0	0.05166	0.0441	0.05536	0.09321	0.06496	0.05104	0.0513	0.1609	0.1461	0.07158	0.321	0.1067	0.07284	0	0
ENSG00000221978.7	CCNL2	68.88	63.41	61.65	56.84	62.02	49.73	85.19	21.99	21.98	24.51	113.8	121.9	32.57	24.89	23.22	23.89	25.18	22.91	26.07	22.52	81.42	27.9	58.1	90.19	114.9	79.85	61.32	81.57	52.27	72.15	102.4	30.04	23.21	61.29	58.1	71.07	71.27	19.03	81.4	119.9	47.55	101.3	120.2	71.96	58.81	80.35	87.29	60.48	38.31	112.1	110.5	89.64	16.38
ENSG00000224870.3	RP4-758J18.2	5.234	4.842	7.743	5.141	5.811	4.02	6.899	6.128	5.524	5.327	6.484	6.56	5.949	6.016	6.761	6.926	5.224	6.312	9.1	7.729	5.979	9.497	5.992	6.31	6.68	5.793	6.715	6.101	5.797	6.083	6.918	3.783	3.359	7.53	10.73	6.196	6.847	2.336	7.563	5.356	5.199	8.006	9.854	5.888	5.941	7.348	11.59	7.39	9.802	9.412	7.151	6.139	3.506
ENSG00000242485.1	MRPL20	27.94	29.33	31.11	28.33	31.15	29.07	28.48	25.22	26.25	24.02	22.34	21.96	24.38	26.87	23.5	29.19	26.51	23.84	22.45	25.23	31.09	37.94	27.52	26.99	23.89	34.4	28.78	32.25	27.6	31.8	29.5	28	28.23	29.24	20.68	27.34	26.82	32.89	28.94	25.28	21.68	36.97	35.18	25.45	25.29	25.66	32.9	28.65	24.61	34.06	26.63	25.83	11.05
ENSG00000272455.1	RP4-758J18.13	0.4466	0.3572	0.5243	0.4639	0.7079	0.4158	0.775	0.6216	0.6031	0.6975	2.091	2.172	0.7885	0.7189	0.6537	0.7549	0.7953	0.6228	0.661	0.6526	0.4953	1.707	0.6914	0.7467	1.07	1.136	1.213	0.9563	0.9718	0.9423	1.128	0.3011	0.3619	1.084	0.57	0.5769	0.8779	0.385	1.067	1.631	0.4624	1.364	1.878	0.4338	0.6473	1.558	2.163	0.9913	1.894	1.635	1.433	0.8339	0.1953
ENSG00000235098.4	ANKRD65	2.751	2.378	0.3663	0.4336	1.024	0.4415	14.09	8.451	7.059	6.152	9.594	9.362	9.668	8.993	7.582	7.128	6.504	6.061	11.67	7.095	5.1	0.1904	0.3095	2.889	3.076	6.731	2.29	5.385	5.677	4.963	7.46	1.127	0.5314	2.026	0.2642	5.035	5.475	0.4106	8.671	4.84	3.304	1.03	10.75	3.39	2.13	1.904	0.8621	3.878	4.476	2.041	3.391	4.258	0.02042
ENSG00000225905.1	RP4-758J18.7	0.3648	0.403	0.07872	0	0.1616	0	1.569	1.232	0.8488	1.182	2.196	2.058	1.123	0.9395	1.207	0.9763	1.142	1.252	2.162	1.31	0.7569	0	0.02155	1.05	0.9159	1.165	0.3061	0.5892	0.8478	0.6588	2.457	0.1347	0.08825	0.4221	0	0.3821	0.8199	0	2.658	1.935	0.606	0.3004	2.11	1.227	0.8837	0.2583	0.2582	0.6344	1.089	0.2361	1.354	1.064	0
ENSG00000205116.3	TMEM88B	0	0	0	0	0	0	0.3428	5.476	1.474	4.526	0.6701	0.9146	1.904	2.196	9.867	4.138	2.635	6.676	23.95	11.81	0.03401	0	0	0.1812	0.1046	0.1101	0.04357	0.07412	0.1236	0.07447	0.1705	0	0	0.1615	0	0	0.06934	0	0.722	0.0892	0	0	0.1675	0.306	0.1915	0.0416	0	0	1.478	0	0.08897	0.1012	0
ENSG00000225285.1	RP4-758J18.10	1.118	0.8144	0.2144	0.5789	0.653	0.7217	4.304	0.4053	0.293	0.4268	0.0648	0.08828	0.2833	0.2426	0.3703	0.3463	0.3015	0.4115	0.4446	0.3314	1.665	0.2071	0.02975	1.516	1.699	4.979	1.148	3.718	1.022	4.351	3.221	0.3182	0.1795	0.7077	0.803	0.9709	2.434	0.06663	2.773	0.7121	0.6809	0.5194	4.826	0.8416	0.7904	0.5415	0.4295	1.264	1.525	0.4961	2.705	1.295	0
ENSG00000179403.10	VWA1	9.076	8.807	3.453	5.301	8.454	8.459	34.79	7.992	5.312	7.833	1.884	2.678	6.662	4.994	10.9	6.698	5.97	9.786	22.51	9.593	11.21	0.7994	1.179	11.78	18.88	30.47	11.81	28.32	9.806	31.05	15.94	6.315	3.117	13.09	16.43	8.008	16.56	0.977	65.09	5.261	7.429	4.744	40.98	7.077	6.724	5.586	3.326	10.59	7.831	19.25	13.9	14.48	0.04155
ENSG00000215915.5	ATAD3C	0.5026	0.8002	0.2699	0.4178	0.43	0.2285	1.829	0.9008	0.6723	1.061	0.5939	0.7387	0.9214	0.8123	1.016	0.755	0.7616	0.9762	2.064	1.031	1.189	0.4422	0.2239	0.6427	1.093	1.443	0.6558	1.139	0.7634	1.096	1.405	0.4609	0.2356	2.015	1.456	1.358	1.154	0.1603	2.998	0.9904	1.823	1.852	3.162	0.6902	0.7361	0.545	0.5415	0.501	1.309	3.29	1.199	1.077	0.1415
ENSG00000160072.15	ATAD3B	8.839	9.548	6.928	6.98	7.986	6.32	9.371	4.342	5.636	4.718	13.09	14.54	8.818	5.978	4.995	6.271	5.561	4.665	4.485	4.764	11.98	11.93	7.626	12.67	14.43	9.675	10.56	8.431	11.11	7.852	14.34	4.981	3.715	11.23	7.355	11.47	10.06	3.25	12.35	14.38	7.806	20.54	17.71	13.16	13.56	11.24	16.26	9.14	17.61	14.99	12.23	11.97	4.078
ENSG00000197785.9	ATAD3A	8.198	7.698	10.31	6.442	7.163	5.967	8.782	4.838	6.268	4.981	7.864	8.661	7.694	6.887	5.413	5.773	5.348	4.792	5.123	4.978	8.909	17.13	11.18	9.357	8.931	7.632	9.222	8.031	12.2	8.268	10.46	6.711	6.532	9.309	8.335	8.762	10.04	9.187	9.528	7.953	8.596	15.65	11.19	10.43	11.39	8.715	11.92	8.372	14.36	10.24	8.697	8.787	3.211
ENSG00000205090.4	TMEM240	1.683	1.884	1.209	3.543	3.169	2.553	5.41	9.223	15.7	16.35	31.67	33.54	22.35	21.14	11.59	9.391	18.11	14.57	2.993	5.121	1.961	0.04348	2.185	5.55	5.888	8.425	2.613	7.733	0.8778	7.194	4.891	2.241	1.678	0.8562	0.219	1.665	1.089	0.5914	2.961	8.267	0.2827	7.76	4.583	1.152	1.158	1.3	1.712	1.082	1.869	2.291	9.04	3.814	0.1391
ENSG00000160075.10	SSU72	45.63	57.9	39.46	37.94	46.62	36.43	50.15	44.29	50.3	53.59	54.08	55.01	61.06	59.55	42.97	51.54	60.13	49.43	35.84	41.15	54.82	53.66	49.14	51.77	51.75	52.13	51.2	46.09	60.43	46.33	51.87	41.03	40.25	49.86	32.39	55.31	48.81	64.84	40.12	47.78	38.56	66.33	54.28	53.78	52.21	51.01	66.89	48	47.72	70.28	49.63	52.45	46.21
ENSG00000215014.3	AL645728.1	0.3397	0.1914	0.4996	0.1454	0.1791	0.1528	0.2875	0.3623	0.4239	0.3484	0.5551	0.5327	0.5119	0.4341	0.3934	0.5426	0.4746	0.3218	0.4466	0.4133	0.2867	0.5076	0.3648	0.2092	0.1789	0.1869	0.1504	0.2397	0.1898	0.2285	0.2034	0.08563	0.0713	0.1884	0.1434	0.19	0.3024	0.1184	0.3393	0.2927	0.1644	0.955	0.315	0.2002	0.3254	0.2263	0.2542	0.1978	3.552	0.3682	0.1946	0.1563	0.05249
ENSG00000236684.1	AL645728.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228594.1	C1orf233	0.3639	0.8116	15.29	0.2741	0.7433	0.1271	1.186	7.953	12.33	5.282	6.194	7.29	14.6	12.48	8.542	14.92	6.517	5.063	4.938	7.419	0.8115	0.7438	2.52	0.4639	0.6996	0.7338	0.9879	0.3685	4.863	0.4175	0.3809	0.4897	0.8875	2.032	0.1535	1.716	0.8524	0.06545	1.349	1.029	0.3117	9.477	0.6773	5.503	6.367	1.069	2.475	1.532	8.178	3.564	0.2137	2.192	0.8616
ENSG00000272106.1	RP11-345P4.9	3.228	2.449	3.923	3.654	3.721	3.842	4.824	11.26	11.46	16.16	15.02	14.1	12.64	12.75	11.19	11.63	21.55	13.69	8.904	7.057	3.71	2.264	1.847	4.126	6.108	4.251	4.309	4.318	4.524	4.06	6.224	3.102	3.033	4.567	2.003	4.234	4.881	6.171	6.414	8.287	2.195	26.9	7.001	5.514	6.498	4.83	5.31	3.209	4.997	13.82	6.851	4.939	1.179
ENSG00000197530.8	MIB2	8.993	10.46	11.41	14.04	13.7	9.609	17.28	10.81	14.44	11.94	24.85	29.15	19.58	15.65	11.98	14.11	13.26	11.82	8.953	9.365	11.68	6	5.221	15.63	19.8	15.34	14.84	14.92	13.79	12.93	16.69	10.43	11.07	11.61	8.668	13.6	11.41	19.24	13.28	27.02	7.422	37.54	22.15	18.59	16.56	13.65	18.13	11.47	21.06	19.85	19.05	16.34	6.069
